email,name
bad_email_format,Valid Name
user724@example.com,Valid User
user479@example.com,Valid User
user600@example.com,Valid User
user950@example.com,Valid User
user377@example.com,
user385@example.com,Valid User
user530@example.com,Valid User
user924@example.com,Valid User
user347@example.com,Valid User
user784@example.com,Valid User
user575@example.com,Valid User
user868@example.com,Valid User
user208@example.com,Valid User
user382@example.com,Valid User
user915@example.com,Valid User
user538@example.com,Valid User
user558@example.com,
user710@example.com,Valid User
user374@example.com,Valid User
user668@example.com,Valid User
user432@example.com,Valid User
user516@example.com,Valid User
user945@example.com,Valid User
user188@example.com,Valid User
user286@example.com,Valid User
user346@example.com,Valid User
user807@example.com,Valid User
user848@example.com,Valid User
user730@example.com,Valid User
user629@example.com,Valid User
user488@example.com,Valid User
user187@example.com,Valid User
user376@example.com,Valid User
user449@example.com,Valid User
user824@example.com,Valid User
user448@example.com,Valid User
user349@example.com,Valid User
bad_email_format,Valid Name
user364@example.com,Valid User
user601@example.com,Valid User
user351@example.com,Valid User
user430@example.com,Valid User
user777@example.com,Valid User
user683@example.com,Valid User
user706@example.com,Valid User
bad_email_format,Valid Name
user599@example.com,Valid User
user561@example.com,Valid User
user634@example.com,Valid User
user570@example.com,Valid User
user901@example.com,Valid User
user645@example.com,Valid User
user444@example.com,Valid User
user317@example.com,Valid User
user679@example.com,Valid User
user170@example.com,Valid User
user543@example.com,Valid User
user545@example.com,Valid User
user129@example.com,Valid User
user851@example.com,Valid User
user942@example.com,Valid User
user837@example.com,Valid User
user818@example.com,Valid User
user763@example.com,Valid User
user971@example.com,Valid User
user386@example.com,Valid User
user295@example.com,Valid User
user455@example.com,Valid User
user142@example.com,Valid User
user876@example.com,Valid User
user969@example.com,Valid User
bad_email_format,Valid Name
user223@example.com,Valid User
user595@example.com,Valid User
user470@example.com,Valid User
user972@example.com,Valid User
user663@example.com,
user893@example.com,Valid User
user195@example.com,
user618@example.com,Valid User
user651@example.com,Valid User
user110@example.com,Valid User
user463@example.com,Valid User
user669@example.com,Valid User
user927@example.com,Valid User
user606@example.com,Valid User
user256@example.com,Valid User
user477@example.com,
user750@example.com,Valid User
bad_email_format,Valid Name
user916@example.com,Valid User
user535@example.com,
user546@example.com,Valid User
user948@example.com,Valid User
bad_email_format,Valid Name
user112@example.com,Valid User
user280@example.com,Valid User
user766@example.com,Valid User
user576@example.com,Valid User
